,Number_Wells,Number_Connections,Pipeline_Diameter,Pipeline_Length,p2,p4,p6,p8,p10,p12,Result
9952,10,2,12,28000,700,1800,3200,4400,6000,6500,-18552.96111818013
9953,10,2,12,28000,700,1800,3200,4400,6000,7000,-18552.707435467983
9954,10,2,12,28000,700,1800,3200,4800,5000,6000,-18551.55331686735
9955,10,2,12,28000,700,1800,3200,4800,5000,6500,-18550.98823487123
9956,10,2,12,28000,700,1800,3200,4800,5000,7000,-18549.021907763567
9957,10,2,12,28000,700,1800,3200,4800,5500,6000,-18552.098065880564
9958,10,2,12,28000,700,1800,3200,4800,5500,6500,-18552.49190314442
9959,10,2,12,28000,700,1800,3200,4800,5500,7000,-18551.430536507523
9960,10,2,12,28000,700,1800,3200,4800,6000,6000,-18550.63228715883
9961,10,2,12,28000,700,1800,3200,4800,6000,6500,-18551.881966966546
9962,10,2,12,28000,700,1800,3200,4800,6000,7000,-18551.628284254406
9963,10,2,12,28000,900,900,2300,3800,5000,6000,-18741.025657886756
9964,10,2,12,28000,900,900,2300,3800,5000,6500,-18740.460575890636
9965,10,2,12,28000,900,900,2300,3800,5000,7000,-18738.494248782972
9966,10,2,12,28000,900,900,2300,3800,5500,6000,-18738.750002430865
9967,10,2,12,28000,900,900,2300,3800,5500,6500,-18739.143839694716
9968,10,2,12,28000,900,900,2300,3800,5500,7000,-18738.08247305782
9969,10,2,12,28000,900,900,2300,3800,6000,6000,-18734.650503121364
9970,10,2,12,28000,900,900,2300,3800,6000,6500,-18735.90018292908
9971,10,2,12,28000,900,900,2300,3800,6000,7000,-18735.64650021694
9972,10,2,12,28000,900,900,2300,4400,5000,6000,-18733.750973656926
9973,10,2,12,28000,900,900,2300,4400,5000,6500,-18733.185891660814
9974,10,2,12,28000,900,900,2300,4400,5000,7000,-18731.21956455315
9975,10,2,12,28000,900,900,2300,4400,5500,6000,-18733.264302004136
9976,10,2,12,28000,900,900,2300,4400,5500,6500,-18733.658139267987
9977,10,2,12,28000,900,900,2300,4400,5500,7000,-18732.596772631092
9978,10,2,12,28000,900,900,2300,4400,6000,6000,-18730.835372829166
9979,10,2,12,28000,900,900,2300,4400,6000,6500,-18732.08505263688
9980,10,2,12,28000,900,900,2300,4400,6000,7000,-18731.83136992474
9981,10,2,12,28000,900,900,2300,4800,5000,6000,-18726.734363394702
9982,10,2,12,28000,900,900,2300,4800,5000,6500,-18726.169281398583
9983,10,2,12,28000,900,900,2300,4800,5000,7000,-18724.202954290922
9984,10,2,12,28000,900,900,2300,4800,5500,6000,-18727.279112407923
9985,10,2,12,28000,900,900,2300,4800,5500,6500,-18727.67294967177
9986,10,2,12,28000,900,900,2300,4800,5500,7000,-18726.61158303488
9987,10,2,12,28000,900,900,2300,4800,6000,6000,-18725.81333368618
9988,10,2,12,28000,900,900,2300,4800,6000,6500,-18727.063013493902
9989,10,2,12,28000,900,900,2300,4800,6000,7000,-18726.809330781754
9990,10,2,12,28000,900,900,2800,3800,5000,6000,-18723.089569294592
9991,10,2,12,28000,900,900,2800,3800,5000,6500,-18722.524487298477
9992,10,2,12,28000,900,900,2800,3800,5000,7000,-18720.558160190812
9993,10,2,12,28000,900,900,2800,3800,5500,6000,-18720.8139138387
9994,10,2,12,28000,900,900,2800,3800,5500,6500,-18721.20775110256
9995,10,2,12,28000,900,900,2800,3800,5500,7000,-18720.14638446566
9996,10,2,12,28000,900,900,2800,3800,6000,6000,-18716.714414529204
9997,10,2,12,28000,900,900,2800,3800,6000,6500,-18717.964094336923
9998,10,2,12,28000,900,900,2800,3800,6000,7000,-18717.71041162478
9999,10,2,12,28000,900,900,2800,4400,5000,6000,-18719.722597650783
10000,10,2,12,28000,900,900,2800,4400,5000,6500,-18719.15751565467
10001,10,2,12,28000,900,900,2800,4400,5000,7000,-18717.191188547004
10002,10,2,12,28000,900,900,2800,4400,5500,6000,-18719.23592599799
10003,10,2,12,28000,900,900,2800,4400,5500,6500,-18719.629763261833
10004,10,2,12,28000,900,900,2800,4400,5500,7000,-18718.56839662495
10005,10,2,12,28000,900,900,2800,4400,6000,6000,-18716.806996823016
10006,10,2,12,28000,900,900,2800,4400,6000,6500,-18718.056676630735
10007,10,2,12,28000,900,900,2800,4400,6000,7000,-18717.802993918598
10008,10,2,12,28000,900,900,2800,4800,5000,6000,-18715.09339038311
10009,10,2,12,28000,900,900,2800,4800,5000,6500,-18714.528308386994
10010,10,2,12,28000,900,900,2800,4800,5000,7000,-18712.561981279327
10011,10,2,12,28000,900,900,2800,4800,5500,6000,-18715.638139396324
10012,10,2,12,28000,900,900,2800,4800,5500,6500,-18716.031976660175
10013,10,2,12,28000,900,900,2800,4800,5500,7000,-18714.97061002328
10014,10,2,12,28000,900,900,2800,4800,6000,6000,-18714.17236067459
10015,10,2,12,28000,900,900,2800,4800,6000,6500,-18715.422040482306
10016,10,2,12,28000,900,900,2800,4800,6000,7000,-18715.168357770166
10017,10,2,12,28000,900,900,3200,3800,5000,6000,-18704.536939712736
10018,10,2,12,28000,900,900,3200,3800,5000,6500,-18703.971857716624
10019,10,2,12,28000,900,900,3200,3800,5000,7000,-18702.005530608953
10020,10,2,12,28000,900,900,3200,3800,5500,6000,-18702.26128425685
10021,10,2,12,28000,900,900,3200,3800,5500,6500,-18702.6551215207
10022,10,2,12,28000,900,900,3200,3800,5500,7000,-18701.593754883805
10023,10,2,12,28000,900,900,3200,3800,6000,6000,-18698.161784947348
10024,10,2,12,28000,900,900,3200,3800,6000,6500,-18699.411464755067
10025,10,2,12,28000,900,900,3200,3800,6000,7000,-18699.157782042927
10026,10,2,12,28000,900,900,3200,4400,5000,6000,-18703.715993214726
10027,10,2,12,28000,900,900,3200,4400,5000,6500,-18703.150911218614
10028,10,2,12,28000,900,900,3200,4400,5000,7000,-18701.184584110943
10029,10,2,12,28000,900,900,3200,4400,5500,6000,-18703.229321561932
10030,10,2,12,28000,900,900,3200,4400,5500,6500,-18703.623158825783
10031,10,2,12,28000,900,900,3200,4400,5500,7000,-18702.561792188888
10032,10,2,12,28000,900,900,3200,4400,6000,6000,-18700.80039238696
10033,10,2,12,28000,900,900,3200,4400,6000,6500,-18702.05007219468
10034,10,2,12,28000,900,900,3200,4400,6000,7000,-18701.796389482537
10035,10,2,12,28000,900,900,3200,4800,5000,6000,-18700.642270881897
10036,10,2,12,28000,900,900,3200,4800,5000,6500,-18700.077188885785
10037,10,2,12,28000,900,900,3200,4800,5000,7000,-18698.11086177812
10038,10,2,12,28000,900,900,3200,4800,5500,6000,-18701.187019895122
10039,10,2,12,28000,900,900,3200,4800,5500,6500,-18701.580857158973
10040,10,2,12,28000,900,900,3200,4800,5500,7000,-18700.51949052208
10041,10,2,12,28000,900,900,3200,4800,6000,6000,-18699.721241173385
10042,10,2,12,28000,900,900,3200,4800,6000,6500,-18700.9709209811
10043,10,2,12,28000,900,900,3200,4800,6000,7000,-18700.717238268953
10044,10,2,12,28000,900,1300,2300,3800,5000,6000,-18664.87112293229
10045,10,2,12,28000,900,1300,2300,3800,5000,6500,-18664.306040936175
10046,10,2,12,28000,900,1300,2300,3800,5000,7000,-18662.339713828507
10047,10,2,12,28000,900,1300,2300,3800,5500,6000,-18662.5954674764
10048,10,2,12,28000,900,1300,2300,3800,5500,6500,-18662.98930474025
10049,10,2,12,28000,900,1300,2300,3800,5500,7000,-18661.927938103363
10050,10,2,12,28000,900,1300,2300,3800,6000,6000,-18658.495968166895
10051,10,2,12,28000,900,1300,2300,3800,6000,6500,-18659.74564797462
10052,10,2,12,28000,900,1300,2300,3800,6000,7000,-18659.491965262474
10053,10,2,12,28000,900,1300,2300,4400,5000,6000,-18657.59643870246
10054,10,2,12,28000,900,1300,2300,4400,5000,6500,-18657.031356706346
10055,10,2,12,28000,900,1300,2300,4400,5000,7000,-18655.06502959868
10056,10,2,12,28000,900,1300,2300,4400,5500,6000,-18657.109767049667
10057,10,2,12,28000,900,1300,2300,4400,5500,6500,-18657.503604313526
10058,10,2,12,28000,900,1300,2300,4400,5500,7000,-18656.442237676627
10059,10,2,12,28000,900,1300,2300,4400,6000,6000,-18654.680837874697
10060,10,2,12,28000,900,1300,2300,4400,6000,6500,-18655.93051768242
10061,10,2,12,28000,900,1300,2300,4400,6000,7000,-18655.676834970276
10062,10,2,12,28000,900,1300,2300,4800,5000,6000,-18650.579828440244
10063,10,2,12,28000,900,1300,2300,4800,5000,6500,-18650.01474644412
10064,10,2,12,28000,900,1300,2300,4800,5000,7000,-18648.04841933646
10065,10,2,12,28000,900,1300,2300,4800,5500,6000,-18651.12457745346
10066,10,2,12,28000,900,1300,2300,4800,5500,6500,-18651.51841471731
10067,10,2,12,28000,900,1300,2300,4800,5500,7000,-18650.457048080418
10068,10,2,12,28000,900,1300,2300,4800,6000,6000,-18649.65879873171
10069,10,2,12,28000,900,1300,2300,4800,6000,6500,-18650.908478539437
10070,10,2,12,28000,900,1300,2300,4800,6000,7000,-18650.654795827297
10071,10,2,12,28000,900,1300,2800,3800,5000,6000,-18657.697577752715
10072,10,2,12,28000,900,1300,2800,3800,5000,6500,-18657.1324957566
10073,10,2,12,28000,900,1300,2800,3800,5000,7000,-18655.16616864893
10074,10,2,12,28000,900,1300,2800,3800,5500,6000,-18655.421922296824
10075,10,2,12,28000,900,1300,2800,3800,5500,6500,-18655.81575956068
10076,10,2,12,28000,900,1300,2800,3800,5500,7000,-18654.754392923776
10077,10,2,12,28000,900,1300,2800,3800,6000,6000,-18651.322422987323
10078,10,2,12,28000,900,1300,2800,3800,6000,6500,-18652.572102795042
10079,10,2,12,28000,900,1300,2800,3800,6000,7000,-18652.3184200829
10080,10,2,12,28000,900,1300,2800,4400,5000,6000,-18654.33060610891
10081,10,2,12,28000,900,1300,2800,4400,5000,6500,-18653.765524112794
10082,10,2,12,28000,900,1300,2800,4400,5000,7000,-18651.79919700513
10083,10,2,12,28000,900,1300,2800,4400,5500,6000,-18653.84393445611
10084,10,2,12,28000,900,1300,2800,4400,5500,6500,-18654.23777171996
10085,10,2,12,28000,900,1300,2800,4400,5500,7000,-18653.176405083068
10086,10,2,12,28000,900,1300,2800,4400,6000,6000,-18651.415005281142
10087,10,2,12,28000,900,1300,2800,4400,6000,6500,-18652.664685088857
10088,10,2,12,28000,900,1300,2800,4400,6000,7000,-18652.411002376717
10089,10,2,12,28000,900,1300,2800,4800,5000,6000,-18649.701398841225
10090,10,2,12,28000,900,1300,2800,4800,5000,6500,-18649.13631684511
10091,10,2,12,28000,900,1300,2800,4800,5000,7000,-18647.16998973745
10092,10,2,12,28000,900,1300,2800,4800,5500,6000,-18650.24614785444
10093,10,2,12,28000,900,1300,2800,4800,5500,6500,-18650.639985118298
10094,10,2,12,28000,900,1300,2800,4800,5500,7000,-18649.578618481402
10095,10,2,12,28000,900,1300,2800,4800,6000,6000,-18648.780369132714
10096,10,2,12,28000,900,1300,2800,4800,6000,6500,-18650.030048940433
10097,10,2,12,28000,900,1300,2800,4800,6000,7000,-18649.776366228285
10098,10,2,12,28000,900,1300,3200,3800,5000,6000,-18646.755934402932
10099,10,2,12,28000,900,1300,3200,3800,5000,6500,-18646.190852406828
10100,10,2,12,28000,900,1300,3200,3800,5000,7000,-18644.224525299156
10101,10,2,12,28000,900,1300,3200,3800,5500,6000,-18644.48027894705
10102,10,2,12,28000,900,1300,3200,3800,5500,6500,-18644.8741162109
10103,10,2,12,28000,900,1300,3200,3800,5500,7000,-18643.81274957401
10104,10,2,12,28000,900,1300,3200,3800,6000,6000,-18640.380779637544
10105,10,2,12,28000,900,1300,3200,3800,6000,6500,-18641.630459445263
10106,10,2,12,28000,900,1300,3200,3800,6000,7000,-18641.376776733123
10107,10,2,12,28000,900,1300,3200,4400,5000,6000,-18645.93498790493
10108,10,2,12,28000,900,1300,3200,4400,5000,6500,-18645.369905908818
10109,10,2,12,28000,900,1300,3200,4400,5000,7000,-18643.403578801146
10110,10,2,12,28000,900,1300,3200,4400,5500,6000,-18645.448316252132
10111,10,2,12,28000,900,1300,3200,4400,5500,6500,-18645.842153515987
10112,10,2,12,28000,900,1300,3200,4400,5500,7000,-18644.78078687909
10113,10,2,12,28000,900,1300,3200,4400,6000,6000,-18643.01938707716
10114,10,2,12,28000,900,1300,3200,4400,6000,6500,-18644.269066884885
10115,10,2,12,28000,900,1300,3200,4400,6000,7000,-18644.015384172737
10116,10,2,12,28000,900,1300,3200,4800,5000,6000,-18642.861265572104
10117,10,2,12,28000,900,1300,3200,4800,5000,6500,-18642.29618357599
10118,10,2,12,28000,900,1300,3200,4800,5000,7000,-18640.329856468325
10119,10,2,12,28000,900,1300,3200,4800,5500,6000,-18643.406014585315
10120,10,2,12,28000,900,1300,3200,4800,5500,6500,-18643.79985184917
10121,10,2,12,28000,900,1300,3200,4800,5500,7000,-18642.738485212285
10122,10,2,12,28000,900,1300,3200,4800,6000,6000,-18641.94023586358
10123,10,2,12,28000,900,1300,3200,4800,6000,6500,-18643.189915671308
10124,10,2,12,28000,900,1300,3200,4800,6000,7000,-18642.936232959157
10125,10,2,12,28000,900,1800,2300,3800,5000,6000,-18558.644210644994
10126,10,2,12,28000,900,1800,2300,3800,5000,6500,-18558.079128648875
10127,10,2,12,28000,900,1800,2300,3800,5000,7000,-18556.11280154121
10128,10,2,12,28000,900,1800,2300,3800,5500,6000,-18556.368555189096
10129,10,2,12,28000,900,1800,2300,3800,5500,6500,-18556.76239245295
10130,10,2,12,28000,900,1800,2300,3800,5500,7000,-18555.70102581606
10131,10,2,12,28000,900,1800,2300,3800,6000,6000,-18552.269055879602
10132,10,2,12,28000,900,1800,2300,3800,6000,6500,-18553.518735687318
10133,10,2,12,28000,900,1800,2300,3800,6000,7000,-18553.265052975177
10134,10,2,12,28000,900,1800,2300,4400,5000,6000,-18551.369526415165
10135,10,2,12,28000,900,1800,2300,4400,5000,6500,-18550.804444419045
10136,10,2,12,28000,900,1800,2300,4400,5000,7000,-18548.838117311385
10137,10,2,12,28000,900,1800,2300,4400,5500,6000,-18550.882854762367
10138,10,2,12,28000,900,1800,2300,4400,5500,6500,-18551.276692026222
10139,10,2,12,28000,900,1800,2300,4400,5500,7000,-18550.21532538933
10140,10,2,12,28000,900,1800,2300,4400,6000,6000,-18548.4539255874
10141,10,2,12,28000,900,1800,2300,4400,6000,6500,-18549.70360539512
10142,10,2,12,28000,900,1800,2300,4400,6000,7000,-18549.44992268297
10143,10,2,12,28000,900,1800,2300,4800,5000,6000,-18544.35291615294
10144,10,2,12,28000,900,1800,2300,4800,5000,6500,-18543.787834156825
10145,10,2,12,28000,900,1800,2300,4800,5000,7000,-18541.82150704916
10146,10,2,12,28000,900,1800,2300,4800,5500,6000,-18544.897665166158
10147,10,2,12,28000,900,1800,2300,4800,5500,6500,-18545.291502430005
10148,10,2,12,28000,900,1800,2300,4800,5500,7000,-18544.23013579311
10149,10,2,12,28000,900,1800,2300,4800,6000,6000,-18543.431886444414
10150,10,2,12,28000,900,1800,2300,4800,6000,6500,-18544.681566252137
10151,10,2,12,28000,900,1800,2300,4800,6000,7000,-18544.427883539996
10152,10,2,12,28000,900,1800,2800,3800,5000,6000,-18560.209650098906
10153,10,2,12,28000,900,1800,2800,3800,5000,6500,-18559.644568102798
10154,10,2,12,28000,900,1800,2800,3800,5000,7000,-18557.67824099513
10155,10,2,12,28000,900,1800,2800,3800,5500,6000,-18557.933994643015
10156,10,2,12,28000,900,1800,2800,3800,5500,6500,-18558.327831906874
10157,10,2,12,28000,900,1800,2800,3800,5500,7000,-18557.266465269975
10158,10,2,12,28000,900,1800,2800,3800,6000,6000,-18553.834495333533
10159,10,2,12,28000,900,1800,2800,3800,6000,6500,-18555.08417514124
10160,10,2,12,28000,900,1800,2800,3800,6000,7000,-18554.830492429097
10161,10,2,12,28000,900,1800,2800,4400,5000,6000,-18556.84267845511
10162,10,2,12,28000,900,1800,2800,4400,5000,6500,-18556.27759645899
10163,10,2,12,28000,900,1800,2800,4400,5000,7000,-18554.311269351325
10164,10,2,12,28000,900,1800,2800,4400,5500,6000,-18556.356006802314
10165,10,2,12,28000,900,1800,2800,4400,5500,6500,-18556.749844066162
10166,10,2,12,28000,900,1800,2800,4400,5500,7000,-18555.688477429274
10167,10,2,12,28000,900,1800,2800,4400,6000,6000,-18553.927077627344
10168,10,2,12,28000,900,1800,2800,4400,6000,6500,-18555.17675743506
10169,10,2,12,28000,900,1800,2800,4400,6000,7000,-18554.923074722916
10170,10,2,12,28000,900,1800,2800,4800,5000,6000,-18552.213471187428
10171,10,2,12,28000,900,1800,2800,4800,5000,6500,-18551.648389191312
10172,10,2,12,28000,900,1800,2800,4800,5000,7000,-18549.682062083644
10173,10,2,12,28000,900,1800,2800,4800,5500,6000,-18552.758220200645
10174,10,2,12,28000,900,1800,2800,4800,5500,6500,-18553.152057464496
10175,10,2,12,28000,900,1800,2800,4800,5500,7000,-18552.090690827605
10176,10,2,12,28000,900,1800,2800,4800,6000,6000,-18551.29244147891
10177,10,2,12,28000,900,1800,2800,4800,6000,6500,-18552.54212128663
10178,10,2,12,28000,900,1800,2800,4800,6000,7000,-18552.288438574484
10179,10,2,12,28000,900,1800,3200,3800,5000,6000,-18555.44798569819
10180,10,2,12,28000,900,1800,3200,3800,5000,6500,-18554.88290370207
10181,10,2,12,28000,900,1800,3200,3800,5000,7000,-18552.91657659441
10182,10,2,12,28000,900,1800,3200,3800,5500,6000,-18553.172330242298
10183,10,2,12,28000,900,1800,3200,3800,5500,6500,-18553.566167506146
10184,10,2,12,28000,900,1800,3200,3800,5500,7000,-18552.504800869257
10185,10,2,12,28000,900,1800,3200,3800,6000,6000,-18549.072830932793
10186,10,2,12,28000,900,1800,3200,3800,6000,6500,-18550.322510740516
10187,10,2,12,28000,900,1800,3200,3800,6000,7000,-18550.068828028372
10188,10,2,12,28000,900,1800,3200,4400,5000,6000,-18554.627039200175
10189,10,2,12,28000,900,1800,3200,4400,5000,6500,-18554.061957204063
10190,10,2,12,28000,900,1800,3200,4400,5000,7000,-18552.095630096395
10191,10,2,12,28000,900,1800,3200,4400,5500,6000,-18554.140367547385
10192,10,2,12,28000,900,1800,3200,4400,5500,6500,-18554.534204811232
10193,10,2,12,28000,900,1800,3200,4400,5500,7000,-18553.47283817434
10194,10,2,12,28000,900,1800,3200,4400,6000,6000,-18551.711438372407
10195,10,2,12,28000,900,1800,3200,4400,6000,6500,-18552.96111818013
10196,10,2,12,28000,900,1800,3200,4400,6000,7000,-18552.707435467983
10197,10,2,12,28000,900,1800,3200,4800,5000,6000,-18551.55331686735
10198,10,2,12,28000,900,1800,3200,4800,5000,6500,-18550.98823487123
10199,10,2,12,28000,900,1800,3200,4800,5000,7000,-18549.021907763567
10200,10,2,12,28000,900,1800,3200,4800,5500,6000,-18552.098065880564
10201,10,2,12,28000,900,1800,3200,4800,5500,6500,-18552.49190314442
10202,10,2,12,28000,900,1800,3200,4800,5500,7000,-18551.430536507523
10203,10,2,12,28000,900,1800,3200,4800,6000,6000,-18550.63228715883
10204,10,2,12,28000,900,1800,3200,4800,6000,6500,-18551.881966966546
10205,10,2,12,28000,900,1800,3200,4800,6000,7000,-18551.628284254406
10206,10,2,12,55000,500,900,2300,3800,5000,6000,-18652.530502898353
10207,10,2,12,55000,500,900,2300,3800,5000,6500,-18651.965420902234
10208,10,2,12,55000,500,900,2300,3800,5000,7000,-18649.999093794573
10209,10,2,12,55000,500,900,2300,3800,5500,6000,-18650.254847442462
10210,10,2,12,55000,500,900,2300,3800,5500,6500,-18650.648684706313
10211,10,2,12,55000,500,900,2300,3800,5500,7000,-18649.587318069425
10212,10,2,12,55000,500,900,2300,3800,6000,6000,-18646.155348132965
10213,10,2,12,55000,500,900,2300,3800,6000,6500,-18647.405027940684
10214,10,2,12,55000,500,900,2300,3800,6000,7000,-18647.15134522854
10215,10,2,12,55000,500,900,2300,4400,5000,6000,-18645.255818668527
10216,10,2,12,55000,500,900,2300,4400,5000,6500,-18644.690736672415
10217,10,2,12,55000,500,900,2300,4400,5000,7000,-18642.724409564747
10218,10,2,12,55000,500,900,2300,4400,5500,6000,-18644.76914701573
10219,10,2,12,55000,500,900,2300,4400,5500,6500,-18645.162984279585
10220,10,2,12,55000,500,900,2300,4400,5500,7000,-18644.10161764269
10221,10,2,12,55000,500,900,2300,4400,6000,6000,-18642.34021784076
10222,10,2,12,55000,500,900,2300,4400,6000,6500,-18643.589897648482
10223,10,2,12,55000,500,900,2300,4400,6000,7000,-18643.33621493634
10224,10,2,12,55000,500,900,2300,4800,5000,6000,-18638.239208406296
10225,10,2,12,55000,500,900,2300,4800,5000,6500,-18637.67412641018
10226,10,2,12,55000,500,900,2300,4800,5000,7000,-18635.70779930252
10227,10,2,12,55000,500,900,2300,4800,5500,6000,-18638.783957419517
10228,10,2,12,55000,500,900,2300,4800,5500,6500,-18639.17779468337
10229,10,2,12,55000,500,900,2300,4800,5500,7000,-18638.116428046473
10230,10,2,12,55000,500,900,2300,4800,6000,6000,-18637.318178697784
10231,10,2,12,55000,500,900,2300,4800,6000,6500,-18638.567858505503
10232,10,2,12,55000,500,900,2300,4800,6000,7000,-18638.31417579336
10233,10,2,12,55000,500,900,2800,3800,5000,6000,-18634.59441430619
10234,10,2,12,55000,500,900,2800,3800,5000,6500,-18634.029332310078
10235,10,2,12,55000,500,900,2800,3800,5000,7000,-18632.063005202413
10236,10,2,12,55000,500,900,2800,3800,5500,6000,-18632.318758850302
10237,10,2,12,55000,500,900,2800,3800,5500,6500,-18632.71259611415
10238,10,2,12,55000,500,900,2800,3800,5500,7000,-18631.651229477262
10239,10,2,12,55000,500,900,2800,3800,6000,6000,-18628.219259540805
10240,10,2,12,55000,500,900,2800,3800,6000,6500,-18629.46893934852
10241,10,2,12,55000,500,900,2800,3800,6000,7000,-18629.215256636377
10242,10,2,12,55000,500,900,2800,4400,5000,6000,-18631.227442662388
10243,10,2,12,55000,500,900,2800,4400,5000,6500,-18630.662360666272
10244,10,2,12,55000,500,900,2800,4400,5000,7000,-18628.6960335586
10245,10,2,12,55000,500,900,2800,4400,5500,6000,-18630.740771009587
10246,10,2,12,55000,500,900,2800,4400,5500,6500,-18631.13460827344
10247,10,2,12,55000,500,900,2800,4400,5500,7000,-18630.073241636546
10248,10,2,12,55000,500,900,2800,4400,6000,6000,-18628.31184183462
10249,10,2,12,55000,500,900,2800,4400,6000,6500,-18629.561521642336
10250,10,2,12,55000,500,900,2800,4400,6000,7000,-18629.3078389302
10251,10,2,12,55000,500,900,2800,4800,5000,6000,-18626.598235394704
10252,10,2,12,55000,500,900,2800,4800,5000,6500,-18626.033153398592
10253,10,2,12,55000,500,900,2800,4800,5000,7000,-18624.066826290928
10254,10,2,12,55000,500,900,2800,4800,5500,6000,-18627.142984407925
10255,10,2,12,55000,500,900,2800,4800,5500,6500,-18627.536821671776
10256,10,2,12,55000,500,900,2800,4800,5500,7000,-18626.475455034884
10257,10,2,12,55000,500,900,2800,4800,6000,6000,-18625.67720568619
10258,10,2,12,55000,500,900,2800,4800,6000,6500,-18626.926885493904
10259,10,2,12,55000,500,900,2800,4800,6000,7000,-18626.673202781767
10260,10,2,12,55000,500,900,3200,3800,5000,6000,-18616.041784724337
10261,10,2,12,55000,500,900,3200,3800,5000,6500,-18615.47670272822
10262,10,2,12,55000,500,900,3200,3800,5000,7000,-18613.510375620557
10263,10,2,12,55000,500,900,3200,3800,5500,6000,-18613.76612926845
10264,10,2,12,55000,500,900,3200,3800,5500,6500,-18614.1599665323
10265,10,2,12,55000,500,900,3200,3800,5500,7000,-18613.09859989541
10266,10,2,12,55000,500,900,3200,3800,6000,6000,-18609.66662995894
10267,10,2,12,55000,500,900,3200,3800,6000,6500,-18610.916309766668
10268,10,2,12,55000,500,900,3200,3800,6000,7000,-18610.662627054524
10269,10,2,12,55000,500,900,3200,4400,5000,6000,-18615.22083822633
10270,10,2,12,55000,500,900,3200,4400,5000,6500,-18614.65575623021
10271,10,2,12,55000,500,900,3200,4400,5000,7000,-18612.68942912254
10272,10,2,12,55000,500,900,3200,4400,5500,6000,-18614.734166573533
10273,10,2,12,55000,500,900,3200,4400,5500,6500,-18615.128003837384
10274,10,2,12,55000,500,900,3200,4400,5500,7000,-18614.06663720049
10275,10,2,12,55000,500,900,3200,4400,6000,6000,-18612.30523739856
10276,10,2,12,55000,500,900,3200,4400,6000,6500,-18613.55491720628
10277,10,2,12,55000,500,900,3200,4400,6000,7000,-18613.30123449414
10278,10,2,12,55000,500,900,3200,4800,5000,6000,-18612.1471158935
10279,10,2,12,55000,500,900,3200,4800,5000,6500,-18611.58203389739
10280,10,2,12,55000,500,900,3200,4800,5000,7000,-18609.61570678972
10281,10,2,12,55000,500,900,3200,4800,5500,6000,-18612.691864906723
10282,10,2,12,55000,500,900,3200,4800,5500,6500,-18613.085702170567
10283,10,2,12,55000,500,900,3200,4800,5500,7000,-18612.02433553368
10284,10,2,12,55000,500,900,3200,4800,6000,6000,-18611.22608618498
10285,10,2,12,55000,500,900,3200,4800,6000,6500,-18612.475765992695
10286,10,2,12,55000,500,900,3200,4800,6000,7000,-18612.222083280558
10287,10,2,12,55000,500,1300,2300,3800,5000,6000,-18576.375967943888
10288,10,2,12,55000,500,1300,2300,3800,5000,6500,-18575.810885947776
10289,10,2,12,55000,500,1300,2300,3800,5000,7000,-18573.844558840112
10290,10,2,12,55000,500,1300,2300,3800,5500,6000,-18574.100312487997
10291,10,2,12,55000,500,1300,2300,3800,5500,6500,-18574.494149751852
10292,10,2,12,55000,500,1300,2300,3800,5500,7000,-18573.432783114957
10293,10,2,12,55000,500,1300,2300,3800,6000,6000,-18570.000813178493
10294,10,2,12,55000,500,1300,2300,3800,6000,6500,-18571.250492986223
10295,10,2,12,55000,500,1300,2300,3800,6000,7000,-18570.99681027407
10296,10,2,12,55000,500,1300,2300,4400,5000,6000,-18569.10128371406
10297,10,2,12,55000,500,1300,2300,4400,5000,6500,-18568.536201717947
10298,10,2,12,55000,500,1300,2300,4400,5000,7000,-18566.569874610275
10299,10,2,12,55000,500,1300,2300,4400,5500,6000,-18568.61461206127
10300,10,2,12,55000,500,1300,2300,4400,5500,6500,-18569.008449325116
10301,10,2,12,55000,500,1300,2300,4400,5500,7000,-18567.947082688228
10302,10,2,12,55000,500,1300,2300,4400,6000,6000,-18566.18568288629
10303,10,2,12,55000,500,1300,2300,4400,6000,6500,-18567.43536269401
10304,10,2,12,55000,500,1300,2300,4400,6000,7000,-18567.181679981873
10305,10,2,12,55000,500,1300,2300,4800,5000,6000,-18562.084673451838
10306,10,2,12,55000,500,1300,2300,4800,5000,6500,-18561.51959145572
10307,10,2,12,55000,500,1300,2300,4800,5000,7000,-18559.553264348055
10308,10,2,12,55000,500,1300,2300,4800,5500,6000,-18562.629422465056
10309,10,2,12,55000,500,1300,2300,4800,5500,6500,-18563.023259728907
10310,10,2,12,55000,500,1300,2300,4800,5500,7000,-18561.961893092015
10311,10,2,12,55000,500,1300,2300,4800,6000,6000,-18561.16364374331
10312,10,2,12,55000,500,1300,2300,4800,6000,6500,-18562.41332355104
10313,10,2,12,55000,500,1300,2300,4800,6000,7000,-18562.159640838894
10314,10,2,12,55000,500,1300,2800,3800,5000,6000,-18569.202422764312
10315,10,2,12,55000,500,1300,2800,3800,5000,6500,-18568.637340768197
10316,10,2,12,55000,500,1300,2800,3800,5000,7000,-18566.671013660525
10317,10,2,12,55000,500,1300,2800,3800,5500,6000,-18566.926767308418
10318,10,2,12,55000,500,1300,2800,3800,5500,6500,-18567.320604572273
10319,10,2,12,55000,500,1300,2800,3800,5500,7000,-18566.259237935377
10320,10,2,12,55000,500,1300,2800,3800,6000,6000,-18562.827267998917
10321,10,2,12,55000,500,1300,2800,3800,6000,6500,-18564.076947806643
10322,10,2,12,55000,500,1300,2800,3800,6000,7000,-18563.8232650945
